Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00      51/51          __gnu_cxx::__aligned_membuf<int>::_M_ptr() [14]
-----------------------------------------------
                0.00    0.00      14/44          std::__cxx11::list<int, std::allocator<int> >::begin() [48]
                0.00    0.00      30/44          std::__cxx11::list<int, std::allocator<int> >::end() [25]
[17]     0.0    0.00    0.00      44         std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [17]
-----------------------------------------------
                0.00    0.00      40/40          int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [22]
[18]     0.0    0.00    0.00      40         std::uniform_int_distribution<int>::param_type::b() const [18]
-----------------------------------------------
                0.00    0.00      40/40          unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [20]
[19]     0.0    0.00    0.00      40         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [19]
                0.00    0.00       1/1           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [132]
-----------------------------------------------
                0.00    0.00      40/40          int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [22]
[20]     0.0    0.00    0.00      40         unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [20]
                0.00    0.00      40/40          std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [19]
-----------------------------------------------
                0.00    0.00      40/40          Graph::generateRandom(int, int, int) [103]
[21]     0.0    0.00    0.00      40         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [21]
                0.00    0.00      40/40          int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [22]
-----------------------------------------------
                0.00    0.00      40/40          int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [21]
[22]     0.0    0.00    0.00      40         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [22]
                0.00    0.00      80/80          std::uniform_int_distribution<int>::param_type::a() const [12]
                0.00    0.00      40/40          std::uniform_int_distribution<int>::param_type::b() const [18]
                0.00    0.00      40/40          unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [20]
-----------------------------------------------
                0.00    0.00      16/32          std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [64]
                0.00    0.00      16/32          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [44]
[23]     0.0    0.00    0.00      32         std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [23]
-----------------------------------------------
                0.00    0.00      14/30          Graph::generateRandom(int, int, int) [103]
                0.00    0.00      16/30          Graph::addEdge(int, int) [52]
[24]     0.0    0.00    0.00      30         std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::operator[](unsigned long) [24]
-----------------------------------------------
                0.00    0.00      14/30          Graph::generateRandom(int, int, int) [103]
                0.00    0.00      16/30          std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [46]
[25]     0.0    0.00    0.00      30         std::__cxx11::list<int, std::allocator<int> >::end() [25]
                0.00    0.00      30/44          std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [17]
-----------------------------------------------
                0.00    0.00      27/27          Graph::generateRandom(int, int, int) [103]
[26]     0.0    0.00    0.00      27         std::operator!=(std::_List_iterator<int> const&, std::_List_iterator<int> const&) [26]
-----------------------------------------------
                0.00    0.00      21/21          Graph::print() const [108]
[27]     0.0    0.00    0.00      21         std::operator!=(std::_List_const_iterator<int> const&, std::_List_const_iterator<int> const&) [27]
-----------------------------------------------
                0.00    0.00       5/21          void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [71]
                0.00    0.00      16/21          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [44]
[28]     0.0    0.00    0.00      21         operator new(unsigned long, void*) [28]
-----------------------------------------------
                0.00    0.00      19/19          Graph::generateRandom(int, int, int) [103]
[29]     0.0    0.00    0.00      19         std::_List_iterator<int>::operator*() const [29]
                0.00    0.00      19/51          std::_List_node<int>::_M_valptr() [16]
-----------------------------------------------
                0.00    0.00      16/16          std::_List_node<int>::_M_valptr() const [32]
[30]     0.0    0.00    0.00      16         __gnu_cxx::__aligned_membuf<int>::_M_ptr() const [30]
                0.00    0.00      16/16          __gnu_cxx::__aligned_membuf<int>::_M_addr() const [31]
-----------------------------------------------
                0.00    0.00      16/16          __gnu_cxx::__aligned_membuf<int>::_M_ptr() const [30]
[31]     0.0    0.00    0.00      16         __gnu_cxx::__aligned_membuf<int>::_M_addr() const [31]
-----------------------------------------------
                0.00    0.00      16/16          std::_List_const_iterator<int>::operator*() const [33]
[32]     0.0    0.00    0.00      16         std::_List_node<int>::_M_valptr() const [32]
                0.00    0.00      16/16          __gnu_cxx::__aligned_membuf<int>::_M_ptr() const [30]
-----------------------------------------------
                0.00    0.00      16/16          Graph::print() const [108]
[33]     0.0    0.00    0.00      16         std::_List_const_iterator<int>::operator*() const [33]
                0.00    0.00      16/16          std::_List_node<int>::_M_valptr() const [32]
-----------------------------------------------
                0.00    0.00      16/16          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [44]
[34]     0.0    0.00    0.00      16         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [34]
                0.00    0.00      16/16          std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&) [47]
-----------------------------------------------
                0.00    0.00      16/16          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [44]
[35]     0.0    0.00    0.00      16         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr() [35]
-----------------------------------------------
                0.00    0.00      16/16          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [44]
[36]     0.0    0.00    0.00      16         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr)) [36]
-----------------------------------------------
                0.00    0.00      16/16          std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [43]
[37]     0.0    0.00    0.00      16         std::__new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned long) [37]
-----------------------------------------------
                0.00    0.00      16/16          std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [41]
[38]     0.0    0.00    0.00      16         std::__new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [38]
-----------------------------------------------
                0.00    0.00      16/16          Graph::print() const [108]
[39]     0.0    0.00    0.00      16         std::_List_const_iterator<int>::operator++() [39]
-----------------------------------------------
                0.00    0.00      16/16          Graph::addEdge(int, int) [52]
[40]     0.0    0.00    0.00      16         std::vector<int, std::allocator<int> >::operator[](unsigned long) [40]
-----------------------------------------------
                0.00    0.00      16/16          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [44]
[41]     0.0    0.00    0.00      16         std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [41]
                0.00    0.00      16/16          std::__new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [38]
-----------------------------------------------
                0.00    0.00      16/16          void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [45]
[42]     0.0    0.00    0.00      16         std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long) [42]
-----------------------------------------------
                0.00    0.00      16/16          std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [64]
[43]     0.0    0.00    0.00      16         std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [43]
                0.00    0.00      16/16          std::__new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned long) [37]
-----------------------------------------------
                0.00    0.00      16/16          void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [45]
[44]     0.0    0.00    0.00      16         std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [44]
                0.00    0.00      48/64          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [13]
                0.00    0.00      16/16          std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [41]
                0.00    0.00      16/32          std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [23]
                0.00    0.00      16/16          std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [34]
                0.00    0.00      16/51          std::_List_node<int>::_M_valptr() [16]
                0.00    0.00      16/21          operator new(unsigned long, void*) [28]
                0.00    0.00      16/16          std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr)) [36]
                0.00    0.00      16/16          std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr() [35]
-----------------------------------------------
                0.00    0.00      16/16          std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [46]
[45]     0.0    0.00    0.00      16         void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [45]
                0.00    0.00      16/64          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [13]
                0.00    0.00      16/16          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [44]
                0.00    0.00      16/16          std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long) [42]
-----------------------------------------------
                0.00    0.00      16/16          Graph::addEdge(int, int) [52]
[46]     0.0    0.00    0.00      16         std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [46]
                0.00    0.00      16/30          std::__cxx11::list<int, std::allocator<int> >::end() [25]
                0.00    0.00      16/16          void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [45]
-----------------------------------------------
                0.00    0.00      16/16          std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [34]
[47]     0.0    0.00    0.00      16         std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&) [47]
-----------------------------------------------
                0.00    0.00      14/14          Graph::generateRandom(int, int, int) [103]
[48]     0.0    0.00    0.00      14         std::__cxx11::list<int, std::allocator<int> >::begin() [48]
                0.00    0.00      14/44          std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [17]
-----------------------------------------------
                0.00    0.00      13/13          Graph::generateRandom(int, int, int) [103]
[49]     0.0    0.00    0.00      13         std::_List_iterator<int>::operator++() [49]
-----------------------------------------------
                0.00    0.00       5/10          std::__cxx11::list<int, std::allocator<int> >::begin() const [59]
                0.00    0.00       5/10          std::__cxx11::list<int, std::allocator<int> >::end() const [58]
[50]     0.0    0.00    0.00      10         std::_List_const_iterator<int>::_List_const_iterator(std::__detail::_List_node_base const*) [50]
-----------------------------------------------
                0.00    0.00       5/10          void std::_Destroy_aux<false>::__destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [112]
                0.00    0.00       5/10          std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [137]
[51]     0.0    0.00    0.00      10         std::__cxx11::list<int, std::allocator<int> >* std::__addressof<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >&) [51]
-----------------------------------------------
                0.00    0.00       8/8           Graph::generateRandom(int, int, int) [103]
[52]     0.0    0.00    0.00       8         Graph::addEdge(int, int) [52]
                0.00    0.00      16/30          std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::operator[](unsigned long) [24]
                0.00    0.00      16/16          std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [46]
                0.00    0.00      16/16          std::vector<int, std::allocator<int> >::operator[](unsigned long) [40]
-----------------------------------------------
                0.00    0.00       1/7           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_default_append(unsigned long) [139]
                0.00    0.00       2/7           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::resize(unsigned long) [140]
                0.00    0.00       4/7           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [110]
[53]     0.0    0.00    0.00       7         std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::size() const [53]
-----------------------------------------------
                0.00    0.00       2/6           std::vector<int, std::allocator<int> >::resize(unsigned long, int const&) [145]
                0.00    0.00       4/6           std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [111]
[54]     0.0    0.00    0.00       6         std::vector<int, std::allocator<int> >::size() const [54]
-----------------------------------------------
                0.00    0.00       6/6           int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [94]
[55]     0.0    0.00    0.00       6         int* std::__niter_base<int*>(int*) [55]
-----------------------------------------------
                0.00    0.00       2/6           std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [92]
                0.00    0.00       4/6           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [78]
[56]     0.0    0.00    0.00       6         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [56]
-----------------------------------------------
                0.00    0.00       5/5           Graph::print() const [108]
[57]     0.0    0.00    0.00       5         std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::operator[](unsigned long) const [57]
-----------------------------------------------
                0.00    0.00       5/5           Graph::print() const [108]
[58]     0.0    0.00    0.00       5         std::__cxx11::list<int, std::allocator<int> >::end() const [58]
                0.00    0.00       5/10          std::_List_const_iterator<int>::_List_const_iterator(std::__detail::_List_node_base const*) [50]
-----------------------------------------------
                0.00    0.00       5/5           Graph::print() const [108]
[59]     0.0    0.00    0.00       5         std::__cxx11::list<int, std::allocator<int> >::begin() const [59]
                0.00    0.00       5/10          std::_List_const_iterator<int>::_List_const_iterator(std::__detail::_List_node_base const*) [50]
-----------------------------------------------
                0.00    0.00       1/5           std::vector<int, std::allocator<int> >::~vector() [147]
                0.00    0.00       4/5           std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [143]
[60]     0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [60]
-----------------------------------------------
                0.00    0.00       5/5           std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [63]
[61]     0.0    0.00    0.00       5         std::__new_allocator<std::_List_node<int> >::~__new_allocator() [61]
-----------------------------------------------
                0.00    0.00       5/5           std::__cxx11::_List_base<int, std::allocator<int> >::_List_base() [65]
[62]     0.0    0.00    0.00       5         std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [62]
                0.00    0.00       5/5           std::__detail::_List_node_header::_List_node_header() [70]
-----------------------------------------------
                0.00    0.00       5/5           std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [66]
[63]     0.0    0.00    0.00       5         std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [63]
                0.00    0.00       5/5           std::__new_allocator<std::_List_node<int> >::~__new_allocator() [61]
-----------------------------------------------
                0.00    0.00       5/5           std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [66]
[64]     0.0    0.00    0.00       5         std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [64]
                0.00    0.00      16/51          std::_List_node<int>::_M_valptr() [16]
                0.00    0.00      16/32          std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [23]
                0.00    0.00      16/16          std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [43]
-----------------------------------------------
                0.00    0.00       5/5           std::__cxx11::list<int, std::allocator<int> >::list() [67]
[65]     0.0    0.00    0.00       5         std::__cxx11::_List_base<int, std::allocator<int> >::_List_base() [65]
                0.00    0.00       5/5           std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [62]
-----------------------------------------------
                0.00    0.00       5/5           std::__cxx11::list<int, std::allocator<int> >::~list() [68]
[66]     0.0    0.00    0.00       5         std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [66]
                0.00    0.00       5/5           std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [64]
                0.00    0.00       5/5           std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [63]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [71]
[67]     0.0    0.00    0.00       5         std::__cxx11::list<int, std::allocator<int> >::list() [67]
                0.00    0.00       5/5           std::__cxx11::_List_base<int, std::allocator<int> >::_List_base() [65]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Destroy<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*) [72]
[68]     0.0    0.00    0.00       5         std::__cxx11::list<int, std::allocator<int> >::~list() [68]
                0.00    0.00       5/5           std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [66]
-----------------------------------------------
                0.00    0.00       5/5           std::__detail::_List_node_header::_List_node_header() [70]
[69]     0.0    0.00    0.00       5         std::__detail::_List_node_header::_M_init() [69]
-----------------------------------------------
                0.00    0.00       5/5           std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [62]
[70]     0.0    0.00    0.00       5         std::__detail::_List_node_header::_List_node_header() [70]
                0.00    0.00       5/5           std::__detail::_List_node_header::_M_init() [69]
-----------------------------------------------
                0.00    0.00       5/5           std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [137]
[71]     0.0    0.00    0.00       5         void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [71]
                0.00    0.00       5/21          operator new(unsigned long, void*) [28]
                0.00    0.00       5/5           std::__cxx11::list<int, std::allocator<int> >::list() [67]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Destroy_aux<false>::__destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [112]
[72]     0.0    0.00    0.00       5         void std::_Destroy<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*) [72]
                0.00    0.00       5/5           std::__cxx11::list<int, std::allocator<int> >::~list() [68]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::max_size() const [75]
[73]     0.0    0.00    0.00       4         std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() const [73]
-----------------------------------------------
                0.00    0.00       4/4           decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [79]
[74]     0.0    0.00    0.00       4         std::move_iterator<int*>::base() const [74]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_default_append(unsigned long) [139]
                0.00    0.00       2/4           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [110]
[75]     0.0    0.00    0.00       4         std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::max_size() const [75]
                0.00    0.00       4/4           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() const [73]
                0.00    0.00       4/4           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [78]
-----------------------------------------------
                0.00    0.00       4/4           Graph::hasEulerCircuit() const [107]
[76]     0.0    0.00    0.00       4         std::vector<int, std::allocator<int> >::operator[](unsigned long) const [76]
-----------------------------------------------
                0.00    0.00       4/4           std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int, std::move_iterator<int*> >(int*) [81]
[77]     0.0    0.00    0.00       4         std::move_iterator<int*>::move_iterator(int*) [77]
                0.00    0.00       4/4           std::remove_reference<int*&>::type&& std::move<int*&>(int*&) [82]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::max_size() const [75]
[78]     0.0    0.00    0.00       4         std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [78]
                0.00    0.00       4/6           unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [56]
-----------------------------------------------
                0.00    0.00       4/4           int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [101]
[79]     0.0    0.00    0.00       4         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [79]
                0.00    0.00       4/4           int* std::__miter_base<int*>(int*) [80]
                0.00    0.00       4/4           std::move_iterator<int*>::base() const [74]
-----------------------------------------------
                0.00    0.00       4/4           decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [79]
[80]     0.0    0.00    0.00       4         int* std::__miter_base<int*>(int*) [80]
-----------------------------------------------
                0.00    0.00       4/4           int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [99]
[81]     0.0    0.00    0.00       4         std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int, std::move_iterator<int*> >(int*) [81]
                0.00    0.00       4/4           std::move_iterator<int*>::move_iterator(int*) [77]
-----------------------------------------------
                0.00    0.00       4/4           std::move_iterator<int*>::move_iterator(int*) [77]
[82]     0.0    0.00    0.00       4         std::remove_reference<int*&>::type&& std::move<int*&>(int*&) [82]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::~vector() [142]
                0.00    0.00       2/3           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_default_append(unsigned long) [139]
